thread_id,inbound_tweet_id,inbound_author_id,inbound_text,inbound_created_at,brand_tweet_id,brand_author_id,brand_reply_text,brand_created_at,inbound_datetime,month_key,intent
2476235_174489,2476235,707852,so... @AppleSupport... planning on fixing this glitch soon? What’s the word,Wed Nov 15 05:23:58 +0000 2017,2476234,AppleSupport,@707852 What issue are you referring to? Let us know so we can help out.,Wed Nov 15 13:50:26 +0000 2017,2017-11-15 05:23:58+00:00,2017-11,software_update_os
2429313_171686,2429313,697443,@AppleSupport Seems like it’s only available through the iOS apps from now on? No mention of it on the Podcasts page in iTunes @695772 https://t.co/zJ8P9qgXcr,Tue Nov 14 20:23:40 +0000 2017,2429314,AppleSupport,"@697443 You'll need access links to content in public courses from your iOS device, however iTunes U collections can be accessed via iTunes on the Mac. What does iTunes show for the version number you are you using? Let us know in DM. https://t.co/GDrqU22YpT",Tue Nov 14 21:05:01 +0000 2017,2017-11-14 20:23:40+00:00,2017-11,software_update_os
2707639_189075,2707639,388595,"Not able to type, as the keyboard doesn’t open up on #iOS11 #apple @applesupport !!! https://t.co/2YPbRqtAfk",Mon Nov 20 00:09:52 +0000 2017,2707637,AppleSupport,@388595 Thanks for the video. We're glad to help get this sorted out. Have you had a chance to restart since noticing this behavior? Which iPhone model and version of iOS are you using? Please let us know which keyboards appear under Settings &gt; General &gt; Keyboard &gt; Keyboards.,Mon Nov 20 00:27:00 +0000 2017,2017-11-20 00:09:52+00:00,2017-11,software_update_os
2355159_166293,2355159,564601,@AppleSupport I’m in need of assistance again. It’s more of a question.,Mon Nov 13 18:00:13 +0000 2017,2355157,AppleSupport,@564601 How can we help? https://t.co/GDrqU22YpT,Mon Nov 13 19:01:00 +0000 2017,2017-11-13 18:00:13+00:00,2017-11,other
803125_44799,803125,303475,@AppleSupport I NEED YOUR HELP!,Thu Oct 12 15:47:53 +0000 2017,803123,AppleSupport,"@303475 We got your DMs, and you can expect a response from us there shortly.",Thu Oct 12 16:31:27 +0000 2017,2017-10-12 15:47:53+00:00,2017-10,other
2847523_197124,2847523,791936,Anybody able to help ?? #TechProblem it keeps trying to install after I delete @AppleSupport @115858 @118936 https://t.co/0uzpCban6R,Mon Nov 27 18:21:48 +0000 2017,2847522,AppleSupport,@791936 Let's look into this for you. Send us a DM with your current iOS version to get started. https://t.co/GDrqU22YpT,Mon Nov 27 18:28:05 +0000 2017,2017-11-27 18:21:48+00:00,2017-11,other
1488920_85122,1488920,465828,@AppleSupport EXPLAIN THIS https://t.co/8Y5U1Opnpa,Fri Nov 03 03:58:49 +0000 2017,1488919,AppleSupport,@465828 We’d like to take a look at this with you. Send us your current iOS version in DM to get started. https://t.co/GDrqU22YpT,Fri Nov 03 13:16:29 +0000 2017,2017-11-03 03:58:49+00:00,2017-11,other
1785788_114759,1785788,536536,"@AppleSupport in iOS 11.0.2. phone still freezes on lock screen, apps freeze as well. Starting to smell of Android. Hope 11.0.3. is coming!",Wed Oct 11 12:08:53 +0000 2017,1785787,AppleSupport,@536536 Thanks for reaching out to us about this issue. Let's work to get this resolved. DM us &amp; let us know which iPhone model you have. https://t.co/GDrqU22YpT,Wed Oct 11 14:51:00 +0000 2017,2017-10-11 12:08:53+00:00,2017-10,software_update_os
125776_6092,125776,144221,@AppleSupport No I don’t. Still keeps popping up.,Fri Nov 24 12:41:41 +0000 2017,125778,AppleSupport,"@144221 Understood. Is your iPhone currently restoring an iCloud backup? Let us know in DM, and we'll meet you there. https://t.co/GDrqU22YpT",Fri Nov 24 15:03:00 +0000 2017,2017-11-24 12:41:41+00:00,2017-11,other
356426_18612,356426,200628,"@AppleSupport Hi, since updating my ⌚️ the battery is not lasting a day, any reason behind this pls?",Tue Oct 10 17:03:58 +0000 2017,356427,AppleSupport,@200628 We want to be sure you're getting the most out of your battery. Check out the suggestions here: https://t.co/bivpdfBNJ6,Tue Oct 10 17:55:00 +0000 2017,2017-10-10 17:03:58+00:00,2017-10,battery_power_charging
323454_16606,323454,193031,Very disappointed with service from Apple still my watch is malfunctioning!! Totally disappointed case ID 100311121916 @AppleSupport @115858,Sat Oct 07 07:29:50 +0000 2017,323453,AppleSupport,@193031 We got your DM. Let's work together there. Expect our reply soon.,Sat Oct 07 14:29:25 +0000 2017,2017-10-07 07:29:50+00:00,2017-10,general_complaint_store
2441893_172755,2441893,700246,@AppleSupport i don’t understand what’s happening? https://t.co/tcAJ2ms8uB,Tue Nov 14 22:54:02 +0000 2017,2441891,AppleSupport,"@700246 Don't worry, we've got you covered! Let us know if these steps help: https://t.co/ucqStgKxQa",Tue Nov 14 23:17:56 +0000 2017,2017-11-14 22:54:02+00:00,2017-11,other
1168443_66421,1168443,394838,"@115858 @AppleSupport ever since I downloaded the new update, my iphone 6s keeps freezing and I have too reset it, any tips to solve this?",Sun Oct 15 09:13:53 +0000 2017,1168442,AppleSupport,@394838 Let's work together on this. Send us a DM by clicking on the link below. We'll continue there. https://t.co/GDrqU22YpT,Sun Oct 15 14:11:00 +0000 2017,2017-10-15 09:13:53+00:00,2017-10,software_update_os
2420315_170930,2420315,695259,Mon iphone bug avec oe changement d’horaire. Il écrit 8h16 mais si je vérifie dans horloge il est bien 7h16 ! @AppleSupport https://t.co/jhSidFvWYH,Sun Oct 29 06:20:50 +0000 2017,2420314,AppleSupport,@695259 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,Sun Oct 29 13:07:26 +0000 2017,2017-10-29 06:20:50+00:00,2017-10,other
2080747_144397,2080747,615315,@AppleSupport why has my 7+ started doing this every few hours and then sends me to my lock screen randomly https://t.co/YG2Q0NZEsQ,Mon Oct 09 20:38:58 +0000 2017,2080746,AppleSupport,@615315 Let's meet up in DM and look into this further. We want to be sure that you're able to use your iPhone as you'd expect. https://t.co/GDrqU22YpT,Mon Oct 09 21:32:28 +0000 2017,2017-10-09 20:38:58+00:00,2017-10,other
2238186_154085,2238186,652653,"@AppleSupport Yes iPhones, there are four of us and everyone has their individual ID connected to my main accountAnd it’s a battle every time you want to listen",Fri Nov 10 18:39:40 +0000 2017,2238188,AppleSupport,"@652653 Do you happen to know which iOS version each iPhone is running? To locate the version, navigate to Settings &gt; General &gt; About. Please let us know in DM. https://t.co/GDrqU22YpT",Fri Nov 10 21:05:25 +0000 2017,2017-11-10 18:39:40+00:00,2017-11,other
2689414_187592,2689414,756119,"@AppleSupport trying to restore backup but keeps saying incorrect password,help!",Sun Nov 19 14:21:09 +0000 2017,2689413,AppleSupport,@756119 Thanks for reaching out. We want to help. Are you trying to restore a backup from iTunes or from iCloud?,Sun Nov 19 15:55:00 +0000 2017,2017-11-19 14:21:09+00:00,2017-11,account_appleid_icloud
939666_53122,939666,342752,@AppleSupport I have an iPhone 7 Plus with iOS 11.0.3,Sat Oct 21 18:59:59 +0000 2017,939668,AppleSupport,@342752 We'd like to take a further look at this issue with you. Please meet us in DM to continue. https://t.co/GDrqU22YpT,Sat Oct 21 20:50:01 +0000 2017,2017-10-21 18:59:59+00:00,2017-10,software_update_os
1418043_80192,1418043,129047,"@AppleSupport Hi. Since yesterday my iPhone 7 keeps getting hot. I restarted it, and everything but it didn’t fix the issue. PLS HELP",Wed Nov 01 22:48:54 +0000 2017,1418041,AppleSupport,"@129047 We'd like to help. Which iOS version does this occur on? Also, is there a protective case on your iPhone at this time?",Wed Nov 01 23:21:26 +0000 2017,2017-11-01 22:48:54+00:00,2017-11,software_update_os
72149_3480,72149,132201,"@AppleSupport im using ios 11, it’s super laggy whenever i receive a notification or sometimes when im typing a message, after i hit send itll cut off the last few letters i typed",Thu Nov 30 15:11:19 +0000 2017,72151,AppleSupport,@132201 Thanks for that info. We'd like to take a further look into this. Let's meet in DM. https://t.co/GDrqU22YpT,Thu Nov 30 16:02:00 +0000 2017,2017-11-30 15:11:19+00:00,2017-11,software_update_os
2003050_133279,2003050,592304,"@AppleSupport why are our phones trying to autocorrect the word ""I"" to an A with a question mark in a box?",Fri Nov 03 18:55:45 +0000 2017,2003049,AppleSupport,@592304 We'd be happy to look into what's going on. DM us which device and OS version you're using and we'll continue there. https://t.co/GDrqU22YpT,Fri Nov 03 23:15:00 +0000 2017,2017-11-03 18:55:45+00:00,2017-11,other
1700737_104665,1700737,258989,@AppleSupport pls ship my iPhone :( can't bare with an Android anymore :(,Mon Nov 06 16:15:11 +0000 2017,1700736,AppleSupport,@258989 We know you're psyched for your new iPhone. You can reach out to our Online Sales team here: https://t.co/8yjRd1Xo0i,Mon Nov 06 18:44:00 +0000 2017,2017-11-06 16:15:11+00:00,2017-11,other
1133716_63713,1133716,387135,@AppleSupport I am using my Iphone itself,Mon Oct 16 19:08:03 +0000 2017,1133718,AppleSupport,@387135 We'd recommend trying the steps here: https://t.co/Ui1yTnOCUz,Mon Oct 16 19:17:29 +0000 2017,2017-10-16 19:08:03+00:00,2017-10,other
2249894_154523,2249894,655549,So my iPhone forced an “upgrade” to ios 11 and now the password keeper app which runs my entire life won’t work. @AppleSupport,Thu Oct 19 17:13:30 +0000 2017,2249893,AppleSupport,@655549 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,Thu Oct 19 17:44:28 +0000 2017,2017-10-19 17:13:30+00:00,2017-10,account_appleid_icloud
2193382_152088,2193382,641920,@AppleSupport It’s says to update to 11.1.1,Thu Nov 09 20:12:32 +0000 2017,2193381,AppleSupport,@641920 We always recommend having a current backup before updating. Here's how to create a backup: https://t.co/4f8hwT5to6,Thu Nov 09 21:12:00 +0000 2017,2017-11-09 20:12:32+00:00,2017-11,software_update_os
359845_18937,359845,201232,@115858 @AppleSupport hi guys we are already conversing on DM reg a particular issue. Time coordination is issue. Is someone available now??,Sun Oct 08 13:16:35 +0000 2017,359843,AppleSupport,@201232 We received your DM and have replied there.,Sun Oct 08 16:34:26 +0000 2017,2017-10-08 13:16:35+00:00,2017-10,other
1175554_66982,1175554,396529,@AppleSupport Didnt work. My laptop makes a tick noise every 10 seconds. Thats all it does,Tue Oct 24 21:19:05 +0000 2017,1175556,AppleSupport,@396529 Do you see anything on the screen at all? What country are you in? Let's dig into this deeper over DM: https://t.co/GDrqU22YpT,Tue Oct 24 21:33:00 +0000 2017,2017-10-24 21:19:05+00:00,2017-10,other
585952_32581,585952,258345,@AppleSupport works now! thanks,Sun Dec 03 14:51:27 +0000 2017,585954,AppleSupport,@258345 You're welcome! We're happy to hear it.,Sun Dec 03 16:27:26 +0000 2017,2017-12-03 14:51:27+00:00,2017-12,other
2343651_165146,2343651,677813,"@AppleSupport Ok, thanks",Mon Nov 13 22:01:56 +0000 2017,2343653,AppleSupport,@677813 You are welcome. Please let us know the results.,Mon Nov 13 22:40:00 +0000 2017,2017-11-13 22:01:56+00:00,2017-11,other
1760346_110994,1760346,529821,@AppleSupport iOS11.1 Unable to Verify... No internet connection when clearly there is. iTunes no longer recognises my phone. #HaveYouGotMyBack https://t.co/8xmn6E140N,Tue Nov 07 22:18:46 +0000 2017,1760345,AppleSupport,@529821 We're happy to help. Send us a DM letting us know what your current iOS version is. We'll go from there. https://t.co/GDrqU2kzhr,Tue Nov 07 23:31:01 +0000 2017,2017-11-07 22:18:46+00:00,2017-11,software_update_os
334524_17627,334524,195714,Hi @AppleSupport after installing iOS 11.0.2 there is huge drain in battery life on my iPhone 5s and my iPhone is getting hot when i use it.,Sat Oct 07 18:36:57 +0000 2017,334523,AppleSupport,@195714 Thanks for reaching out again. Were you able to try the steps in the link we previously provided?,Sat Oct 07 20:28:49 +0000 2017,2017-10-07 18:36:57+00:00,2017-10,battery_power_charging
1706128_105432,1706128,517083,Whoever decided that “it” should autocorrect to “I️t” is the LITERAL WORST and I️ am not a fan @115858 @AppleSupport,Mon Nov 06 21:32:39 +0000 2017,1706127,AppleSupport,@517083 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Mon Nov 06 22:56:28 +0000 2017,2017-11-06 21:32:39+00:00,2017-11,general_complaint_store
1497866_85502,1497866,467770,@AppleSupport Just one. I only have the iPad mini n idk what it is on haven't updated it for a while,Mon Oct 16 23:49:16 +0000 2017,1497867,AppleSupport,"@467770 Okay, no problem! You can check in Settings &gt; General &gt; About &gt; Version.",Mon Oct 16 23:55:10 +0000 2017,2017-10-16 23:49:16+00:00,2017-10,software_update_os
1631258_96749,1631258,450093,@AppleSupport why is my phone doing this and how do I fix it? https://t.co/6jLs9H1I0b,Sun Nov 05 16:35:54 +0000 2017,1631257,AppleSupport,@450093 We'd like to help! Let's try the steps outlined in this article: https://t.co/xXaXeeSRt9,Sun Nov 05 19:47:28 +0000 2017,2017-11-05 16:35:54+00:00,2017-11,other
2618241_183694,2618241,739923,"@AppleSupport I forgot to update, I already called someone from your people. He helped, thanks.",Fri Nov 17 15:40:25 +0000 2017,2618243,AppleSupport,@739923 You're welcome. If you ever need help let us know. Have a wonderful day.,Fri Nov 17 17:12:45 +0000 2017,2017-11-17 15:40:25+00:00,2017-11,software_update_os
2572040_181157,2572040,508561,@729346 @AppleSupport The keyboard gets stuck or lags when i type. I don’t really know how else to describe it lol,Thu Nov 16 20:52:03 +0000 2017,2572041,AppleSupport,@508561 Thank you. Reach out to us in DM and let us know when you first noticed this issue please.,Thu Nov 16 21:13:55 +0000 2017,2017-11-16 20:52:03+00:00,2017-11,other
208868_9774,208868,165427,@AppleSupport why does my iPhone 8 plus just randomly restart every couple of days?,Wed Oct 04 20:06:47 +0000 2017,208867,AppleSupport,"@165427 We'd like to get your iPhone 8 working perfectly. To start, are you updated to iOS 11.0.2?",Wed Oct 04 20:32:27 +0000 2017,2017-10-04 20:06:47+00:00,2017-10,software_update_os
2406689_169869,2406689,692144,@AppleSupport There is no case on the rear camera or protective covered. As I said. I have a case on the phone which doesn’t cover the camera module in anyway,Tue Nov 14 17:31:38 +0000 2017,2406690,AppleSupport,@692144 Let's continue in DM so we may better assist you. https://t.co/GDrqU22YpT,Tue Nov 14 18:07:26 +0000 2017,2017-11-14 17:31:38+00:00,2017-11,other
2145685_149837,2145685,630787,"@AppleSupport I️ did I️t, it doesn’t work.",Thu Nov 09 00:25:46 +0000 2017,2145687,AppleSupport,@630787 Let's take a look at this further. Send a DM with your iPhone model and iOS version to get started. https://t.co/GDrqU22YpT,Thu Nov 09 00:32:00 +0000 2017,2017-11-09 00:25:46+00:00,2017-11,other
2288431_158913,2288431,664848,@AppleSupport I have iOS 11 but when I try to save a file to the files app and choose “On My Device” it doesn’t allow me to add https://t.co/WM56e0BURc,Thu Oct 19 19:22:08 +0000 2017,2288430,AppleSupport,@664848 Let's help get this resolved. Please DM us and we can go from there. https://t.co/GDrqU22YpT,Thu Oct 19 19:34:34 +0000 2017,2017-10-19 19:22:08+00:00,2017-10,software_update_os
867446_48875,867446,325974,@AppleSupport why does my watch face keeps enlarging itself without me touching it? Have to remove from wrist to revert to normal font?,Mon Oct 09 17:53:28 +0000 2017,867445,AppleSupport,@325974 We’d be glad to help get this taken care of. Go ahead and start looking at the settings on this page: https://t.co/xsdLAJNR9o,Mon Oct 09 19:06:00 +0000 2017,2017-10-09 17:53:28+00:00,2017-10,other
2981367_204536,2981367,589481,My I️ Are still tripping @AppleSupport do I️ gotta get a new phone or y’all gonna fix this,Sun Nov 19 20:31:02 +0000 2017,2981366,AppleSupport,"@589481 We've released a fix for this issue in the latest iOS version which is iOS 11.1.2. To install this version, make sure to create a backup and update using the steps here: https://t.co/80YRnjDFDk",Sun Nov 19 20:38:49 +0000 2017,2017-11-19 20:31:02+00:00,2017-11,other
2297017_160392,2297017,666850,@AppleSupport why no apple store app for Apple TV ????,Sun Nov 12 04:02:24 +0000 2017,2297016,AppleSupport,@666850 We'll be happy to take your feedback here: https://t.co/eTPVYVFyd8,Sun Nov 12 13:26:51 +0000 2017,2017-11-12 04:02:24+00:00,2017-11,other
1528789_87705,1528789,474634,"If Apple doesn’t fix this “question mark in my text” problem, I️ will consider an Android. $1000 phones and the keyboard doesn’t work?! @AppleSupport @115858",Fri Nov 03 14:47:04 +0000 2017,1528788,AppleSupport,@474634 We're here to help. Send us a DM with the device and iOS version we're working with to get started. https://t.co/GDrqU22YpT,Fri Nov 03 19:49:26 +0000 2017,2017-11-03 14:47:04+00:00,2017-11,billing_subscription_store
2695010_188091,2695010,757366,@AppleSupport all notifications ):,Sun Nov 19 19:12:41 +0000 2017,2695012,AppleSupport,@757366 Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version.,Sun Nov 19 19:24:00 +0000 2017,2017-11-19 19:12:41+00:00,2017-11,other
2362993_166960,2362993,682279,"@AppleSupport No, still has same problem after I swiped application off and restart. iOS 11.1.1 the latest update. Problem is on and off, sometimes works, sometimes doesn’t. https://t.co/0waBSCRpmW",Mon Nov 13 22:05:00 +0000 2017,2362995,AppleSupport,@682279 DM us using the link below. We'll work together from there. https://t.co/GDrqU22YpT,Mon Nov 13 22:41:29 +0000 2017,2017-11-13 22:05:00+00:00,2017-11,software_update_os
2631531_184876,2631531,743074,@AppleSupport Every time I press the home button to unlock it reboots and closes all my apps at the same time.,Fri Nov 17 18:35:46 +0000 2017,2631533,AppleSupport,@743074 We want to help you get things working smoothly. DM us and we'll continue from there. https://t.co/GDrqU22YpT,Fri Nov 17 19:44:26 +0000 2017,2017-11-17 18:35:46+00:00,2017-11,software_update_os
513618_27261,513618,238217,@AppleSupport My iPad air 1 says it's connected to the Internet but all my apps say no connection and nothing will refresh. It's been like this since I updated to ios 11.2.,Fri Dec 01 23:19:16 +0000 2017,513617,AppleSupport,"@238217 Thanks for reaching out to us, we’ll be glad to look into this. Go ahead and check if the steps on this page help: https://t.co/sXbhzfS2lM",Fri Dec 01 23:59:00 +0000 2017,2017-12-01 23:19:16+00:00,2017-12,software_update_os
907339_51408,907339,295902,"Very bad experience with apple care!MacbookPRO, gets HOT &amp; apple refuses to replace Faulty piece. #appledisappoints @AppleSupport @116333",Tue Oct 10 11:42:16 +0000 2017,907338,AppleSupport,@295902 We'd like to hear more about your experience. DM us and we'll go from there. https://t.co/GDrqU22YpT,Tue Oct 10 14:41:33 +0000 2017,2017-10-10 11:42:16+00:00,2017-10,other
1946893_127483,1946893,578550,@AppleSupport frustrated ios1103 connections so slow. WiFi useless n cell bad. Pls fix. Please. https://t.co/yn5rQI8k3O,Mon Oct 30 05:23:03 +0000 2017,1946892,AppleSupport,@578550 That's not normal behavior at all. Let's chat in Direct Message and look into why you're having those signal troubles. https://t.co/GDrqU22YpT,Mon Oct 30 12:41:03 +0000 2017,2017-10-30 05:23:03+00:00,2017-10,network_connectivity
331687_17272,331687,194984,@AppleSupport Thank you. I did have to recently as it wouldn't take my usual password due to having to change my iTunes one via iMessage &amp;a keychain one,Sun Oct 08 11:11:44 +0000 2017,331688,AppleSupport,@194984 Let's go ahead and move to DM to explore what steps to take next. Send us a message to get started below. https://t.co/GDrqU22YpT,Sun Oct 08 15:53:52 +0000 2017,2017-10-08 11:11:44+00:00,2017-10,account_appleid_icloud
1788637_114994,1788637,537298,@AppleSupport UM WHY DOES MY ALARM TONE TURNS TO NONE EVERY OTHER WEEK? I ALMOST MISSED WORK THIS MORNING FML,Thu Oct 12 16:44:56 +0000 2017,1788636,AppleSupport,@537298 We can help! Which version of iOS are you on? You can find that in Settings &gt; General &gt; About. Reply in DM. https://t.co/GDrqU22YpT,Thu Oct 12 17:24:00 +0000 2017,2017-10-12 16:44:56+00:00,2017-10,other
1449241_81994,1449241,456290,"@AppleSupport hi, is Apple Music sharing available in the UK? I don’t have the option to start sharing in the app settings.",Thu Nov 02 11:02:45 +0000 2017,1449240,AppleSupport,@456290 Thanks for reaching out. Do you have an Apple Music Family subscription? Read more here: https://t.co/pb1jQwBsCt,Thu Nov 02 14:59:37 +0000 2017,2017-11-02 11:02:45+00:00,2017-11,other
36079_1569,36079,123848,@AppleSupport Mmmmm any word? What is going on?,Wed Nov 01 13:27:46 +0000 2017,36078,AppleSupport,@123848 Please let us know in DM when these issues happen with your iPhone and we’ll continue there: https://t.co/GDrqU22YpT,Wed Nov 01 13:46:30 +0000 2017,2017-11-01 13:27:46+00:00,2017-11,other
2148146_150171,2148146,631392,@AppleSupport I turned off screen recording but everyone on my Snapchat keeps getting notified that I took a screenshot? How do I fully turn and disable screen recording,Thu Nov 09 00:12:15 +0000 2017,2148145,AppleSupport,@631392 Thanks for contacting us. Please DM us. https://t.co/GDrqU22YpT,Thu Nov 09 00:23:00 +0000 2017,2017-11-09 00:12:15+00:00,2017-11,other
652241_36635,652241,275094,@115858 @AppleSupport que puedo hacer con el lag del teclado en iOS 11 en un iPhone 6Plus??,Tue Oct 10 17:24:19 +0000 2017,652239,AppleSupport,@275094 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,Tue Oct 10 18:21:00 +0000 2017,2017-10-10 17:24:19+00:00,2017-10,software_update_os
2552469_179647,2552469,725014,"@AppleSupport I took delivery of some #BeatsX on Monday 13/11/17, I’ve used them twice and now they won’t take a charge or turn on. What can I do to solve this? #Beats #Broken #Disappointed",Thu Nov 16 09:31:56 +0000 2017,2552468,AppleSupport,@725014 Let’s get you pointed in the right direction. Our @159983 team will take it from here.,Thu Nov 16 15:01:29 +0000 2017,2017-11-16 09:31:56+00:00,2017-11,general_complaint_store
617241_34513,617241,266441,@AppleSupport why EVERYTIME I download an app do I have to sign into my Apple ID about 15 times over again before it actually starts downloading?!,Wed Nov 22 07:35:17 +0000 2017,617240,AppleSupport,@266441 We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT,Wed Nov 22 14:11:28 +0000 2017,2017-11-22 07:35:17+00:00,2017-11,account_appleid_icloud
2007513_134237,2007513,593626,Yo can y’all fix this mess with the letter I️ @AppleSupport,Sat Nov 04 03:48:04 +0000 2017,2007512,AppleSupport,"@593626 Check out this article for what you can do to work around the issue: https://t.co/xU1AGHStV6 Questions, DM us. https://t.co/GDrqU22YpT",Sat Nov 04 14:16:00 +0000 2017,2017-11-04 03:48:04+00:00,2017-11,other
2696159_188281,2696159,757635,I was looking at a photo of my schedule when the photos app crashed and now all of my photos are gone??? Wtf @AppleSupport,Tue Oct 31 18:01:49 +0000 2017,2696158,AppleSupport,@757635 Let's get you pointed in the right direction! Reach out to our team that specializes in Photos at: https://t.co/IBIY3vMgPj,Tue Oct 31 18:12:03 +0000 2017,2017-10-31 18:01:49+00:00,2017-10,software_update_os
708620_39753,708620,289402,"@AppleSupport Yes, I’m running 11.0.2 on an iPhone 6plus. I’ve turned off Siri and other battery drainers, and still have slow os and app crashes.",Tue Oct 10 20:25:07 +0000 2017,708622,AppleSupport,@289402 Thanks for clarifying. Let's get to the bottom of these issues together. Please DM us to proceed from here. https://t.co/GDrqU22YpT,Tue Oct 10 21:05:00 +0000 2017,2017-10-10 20:25:07+00:00,2017-10,battery_power_charging
2295234_159907,2295234,666467,Ugh stupid “I” thing 🙄 it’s ruining my tweets @AppleSupport,Sat Nov 11 23:24:05 +0000 2017,2295233,AppleSupport,"@666467 We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up: https://t.co/4f8hwT5to6",Sun Nov 12 00:40:00 +0000 2017,2017-11-11 23:24:05+00:00,2017-11,other
2784590_193890,2784590,777500,@AppleSupport iPhone 6s+ and I haven't updated to 11 but this has been happening for quite some time now. Last time I updated it wiped my phone so been delaying this one.,Tue Nov 21 18:07:06 +0000 2017,2784589,AppleSupport,@777500 We want to help! DM us and let us know more about the issues you are having. We can look more into this issue from there. https://t.co/GDrqU22YpT,Tue Nov 21 18:24:52 +0000 2017,2017-11-21 18:07:06+00:00,2017-11,software_update_os
272906_13831,272906,181172,@AppleSupport I understand. Previously turning in off in control center turned off in settings. It does not do that no and needs to,Fri Oct 06 02:57:04 +0000 2017,272905,AppleSupport,"@181172 Correct. As this is now a feature of iOS 11, we recommend you submit feedback about the change here: https://t.co/eTPVYVFyd8",Fri Oct 06 04:01:00 +0000 2017,2017-10-06 02:57:04+00:00,2017-10,other
1641991_98303,1641991,501937,hey @AppleSupport actual recommendation: please add a quick crop feature? Or maybe I’ve just not seen it idk https://t.co/X1cNfVeej9,Sun Nov 05 21:48:54 +0000 2017,1641990,AppleSupport,@501937 We always appreciate hearing from our customers. Feel free to submit your suggestions to us here: https://t.co/eTPVYVFyd8,Mon Nov 06 00:17:01 +0000 2017,2017-11-05 21:48:54+00:00,2017-11,other
1538821_88491,1538821,477005,@AppleSupport hey look this https://t.co/a5jBhMN1VI this page is yours? https://t.co/zIV6l5kjuH,Fri Nov 03 21:27:21 +0000 2017,1538820,AppleSupport,"@477005 Hey, we want to hear some more details about this. Send us a DM and we'll look into this. https://t.co/GDrqU22YpT",Sat Nov 04 01:39:30 +0000 2017,2017-11-03 21:27:21+00:00,2017-11,other
2508196_177001,2508196,715061,"@AppleSupport if I have purchased something online from the apple store online, can I return or exchange In store?? #pleasesayyes",Wed Nov 15 21:11:47 +0000 2017,2508195,AppleSupport,@715061 You can return at the Apple Store. Here's information on our return policy: https://t.co/z6dxH7F1Js,Wed Nov 15 21:53:32 +0000 2017,2017-11-15 21:11:47+00:00,2017-11,billing_subscription_store
2852295_197371,2852295,675910,@AppleSupport Since the last updates my touchscreen and general operating speed of the phone has dropped massively. Even when switching tunes the artwork doesn’t change. Loading apps and emails really slow too. I’m on 6s,Mon Nov 27 20:09:56 +0000 2017,2852297,AppleSupport,"@675910 Can you tell us what's the exact iOS software version being used? This information can be found in Settings &gt; General &gt; About. Send us your answer in a DM, we'll pick it up from there. https://t.co/GDrqU22YpT",Mon Nov 27 20:17:01 +0000 2017,2017-11-27 20:09:56+00:00,2017-11,software_update_os
1911443_124593,1911443,569400,It’s been 3 hrs and I’ve had to reset my phone 8 times ever since ive downloaded the new iOS @AppleSupport ... @122609 next phone?,Thu Oct 26 17:35:38 +0000 2017,1911442,AppleSupport,"@569400 We're glad you reached out and we'll be happy to help. To start, DM us a few more details about why you've had to restart it. https://t.co/GDrqU22YpT",Thu Oct 26 18:02:00 +0000 2017,2017-10-26 17:35:38+00:00,2017-10,software_update_os
152967_7215,152967,150997,@AppleSupport I got this email is this an scam!? https://t.co/0RPoD3xl6o,Fri Nov 24 15:11:19 +0000 2017,152966,AppleSupport,"@150997 We’d like to help. We can confirm that is not an official email from Apple. We have a helpful guide on determining the legitimacy of emails you may receive from Apple, and how to report the suspicious ones, which you can see here: https://t.co/LNMCdqt6fD",Fri Nov 24 16:00:44 +0000 2017,2017-11-24 15:11:19+00:00,2017-11,other
2689435_187607,2689435,756126,@AppleSupport I can't access my gallery through any app. This is what happens everytime. I have set the permissions so that the apps can access my gallery but that still doesn't work. Help. https://t.co/Tk0nrYVtui,Sun Nov 19 13:07:14 +0000 2017,2689433,AppleSupport,"@756126 We'd love to help. Which iPhone and iOS version are you using? Also, are you able to share photos using Messages or Mail?",Sun Nov 19 15:45:00 +0000 2017,2017-11-19 13:07:14+00:00,2017-11,other
2113862_146141,2113862,623253,@AppleSupport Yep,Wed Nov 08 14:56:36 +0000 2017,2113861,AppleSupport,@623253 What errors are you getting if any? Let us know in Direct Message. https://t.co/GDrqU22YpT,Wed Nov 08 16:55:09 +0000 2017,2017-11-08 14:56:36+00:00,2017-11,other
2382843_168696,2382843,686918,@AppleSupport You means that there is only two-factor authentication now instead of two-factor verification.,Tue Nov 14 06:41:14 +0000 2017,2382845,AppleSupport,@686918 There are two options for additional account security. You can use either two-step verification or two-factor authentication. The article in our previous response is for two-factor authentication. Here is more info for two-step verification: https://t.co/aEJrmh15Pc,Tue Nov 14 14:04:26 +0000 2017,2017-11-14 06:41:14+00:00,2017-11,other
